rs,rp,rd,rf,r_core_flag,rcore,DeltaE,DeltaEig,hardness,score
1.32812,0.43703,0.33930,0.00000,1.00000,1.64695,0.00875,0.01310,0.04472,0.06657196
1.32812,0.25897,0.33930,0.00000,1.00000,1.64695,0.00875,0.01310,0.04472,0.06657196
1.32812,0.25897,2.56621,0.00000,1.00000,1.64695,0.00875,0.01310,0.02236,0.04420999
1.32812,0.25897,2.56621,0.00000,1.00000,1.87041,0.00970,0.01312,0.02236,0.04518253
1.52086,2.45235,1.34751,0.00000,1.00000,0.93309,0.00981,0.00819,0.02394,0.04193887
0.20239,0.44544,2.84060,0.00000,1.00000,1.56654,0.01057,0.00838,0.00000,0.01895234
1.61940,1.22584,2.52271,0.00000,1.00000,1.97580,0.01759,0.01470,0.02236,0.05465580
2.03921,2.19966,1.13351,0.00000,1.00000,0.44881,0.00653,0.01435,0.00756,0.02844485
1.17502,2.19966,1.13351,0.00000,1.00000,0.44881,0.01525,0.02571,0.02671,0.06767601
1.17502,0.40410,1.13351,0.00000,1.00000,0.44881,0.01526,0.02584,0.02675,0.06784772
1.17502,0.40410,2.86925,0.00000,1.00000,0.44881,0.01526,0.02584,0.02254,0.06363449
1.17502,0.40410,2.86925,0.00000,1.00000,0.04655,0.01315,0.02669,0.05768,0.09751505
0.66184,1.46578,1.46405,0.00000,1.00000,2.43378,0.01826,0.01223,0.02236,0.05284999
0.52562,2.35319,0.00181,0.00000,1.00000,1.58113,0.01125,0.00865,0.02236,0.04226668
0.19098,2.35319,0.00181,0.00000,1.00000,1.58113,0.01125,0.00865,0.02236,0.04226668
0.19098,2.35319,0.79586,0.00000,1.00000,1.58113,0.01125,0.00865,0.02236,0.04226668
0.19098,2.35319,0.79586,0.00000,1.00000,2.84633,0.01386,0.00902,0.02236,0.04523836
2.10567,0.01086,1.95352,0.00000,1.00000,0.50400,0.00796,0.01650,0.00036,0.02481945
1.79195,1.34863,2.86211,0.00000,1.00000,0.14988,0.01148,0.01044,0.06709,0.08900605
1.66984,2.02691,2.23802,0.00000,1.00000,0.89189,0.00909,0.00806,0.00024,0.01738802
0.35670,2.02691,2.23802,0.00000,1.00000,0.89189,0.00909,0.00806,0.00024,0.01738802
0.35670,0.45388,2.23802,0.00000,1.00000,0.89189,0.00917,0.00804,0.00024,0.01745060
0.35670,0.45388,2.16974,0.00000,1.00000,0.89189,0.00917,0.00804,0.00009,0.01729684
0.35670,0.45388,2.16974,0.00000,1.00000,1.65344,0.01080,0.00865,0.00000,0.01945174
1.57640,0.59174,2.96876,0.00000,1.00000,1.73386,0.01105,0.00899,0.00000,0.02004304
0.52142,1.60826,2.51206,0.00000,1.00000,0.50903,0.01083,0.00834,0.00261,0.02178270
0.57406,2.14924,3.15156,0.00000,1.00000,0.10304,0.00845,0.00810,0.06709,0.08363969
2.43102,2.14924,3.15156,0.00000,1.00000,0.10304,0.03257,0.03897,0.06709,0.13862150
2.43102,2.38058,3.15156,0.00000,1.00000,0.10304,0.03164,0.03850,0.06709,0.13722494
2.43102,2.38058,2.60962,0.00000,1.00000,0.10304,0.03164,0.03850,0.06709,0.13722494
2.43102,2.38058,2.60962,0.00000,1.00000,0.59182,0.03135,0.03840,0.00000,0.06974545
1.23695,0.70509,0.94770,0.00000,1.00000,0.11074,0.00868,0.01883,0.06709,0.09459283
1.68130,2.42950,3.42585,0.00000,1.00000,2.60477,0.01430,0.00977,0.00000,0.02407428
2.25133,2.42950,3.42585,0.00000,1.00000,2.60477,0.01473,0.02352,0.00000,0.03824704
2.25133,1.63240,3.42585,0.00000,1.00000,2.60477,0.01496,0.02311,0.00082,0.03889011
2.25133,1.63240,2.95232,0.00000,1.00000,2.60477,0.01496,0.02311,0.00082,0.03889011
2.25133,1.63240,2.95232,0.00000,1.00000,2.42294,0.01508,0.02349,0.00082,0.03938270
0.61335,2.69189,1.71523,0.00000,1.00000,0.85386,0.01181,0.00842,0.00015,0.02038550
2.07883,1.59992,0.64930,0.00000,1.00000,1.49854,0.00813,0.01466,0.02666,0.04945660
1.35755,2.80426,2.30223,0.00000,1.00000,0.51566,0.01059,0.01166,0.02290,0.04514439
1.53450,2.80426,2.30223,0.00000,1.00000,0.51566,0.01203,0.00905,0.00032,0.02140371
1.53450,0.02476,2.30223,0.00000,1.00000,0.51566,0.00889,0.00863,0.00032,0.01784006
1.53450,0.02476,2.98810,0.00000,1.00000,0.51566,0.00889,0.00863,0.00032,0.01784006
1.53450,0.02476,2.98810,0.00000,1.00000,1.32579,0.00998,0.00865,0.00829,0.02691585
1.17374,1.84374,1.62735,0.00000,1.00000,2.84148,0.02342,0.03265,0.03962,0.09568959
0.03561,0.39130,1.10420,0.00000,1.00000,1.39587,0.01027,0.00816,0.02236,0.04079619
2.14586,1.95001,2.69755,0.00000,1.00000,0.27471,0.00977,0.01894,0.00001,0.02871373
2.14586,1.89316,2.69755,0.00000,1.00000,0.27471,0.00978,0.01888,0.00001,0.02866401
2.14586,1.89316,0.60960,0.00000,1.00000,0.27471,0.00978,0.01888,0.02237,0.05102417
2.14586,1.89316,0.60960,0.00000,1.00000,0.84664,0.00979,0.01880,0.02245,0.05104524
1.22416,1.80750,1.75660,0.00000,1.00000,1.27423,0.01085,0.01904,0.02236,0.05225603
1.92337,1.44717,3.25125,0.00000,1.00000,1.15653,0.01120,0.00991,0.01298,0.03408949
1.57637,2.68164,0.84821,0.00000,1.00000,1.62639,0.01346,0.00981,0.02236,0.04563165
0.14685,2.68164,0.84821,0.00000,1.00000,1.62639,0.01355,0.00963,0.02236,0.04554599
0.14685,1.10604,0.84821,0.00000,1.00000,1.62639,0.01439,0.01593,0.04472,0.07504422
0.14685,1.10604,0.45469,0.00000,1.00000,1.62639,0.01439,0.01593,0.04472,0.07504422
0.14685,1.10604,0.45469,0.00000,1.00000,1.53315,0.01479,0.01535,0.04472,0.07486002
0.01866,2.78764,2.97466,0.00000,1.00000,0.25787,0.01227,0.00863,0.02473,0.04563058
0.68867,2.45765,2.88187,0.00000,1.00000,1.78756,0.01270,0.00948,0.00000,0.02217551
0.60034,2.45765,2.88187,0.00000,1.00000,1.78756,0.01270,0.00948,0.00000,0.02217551
0.60034,0.51459,2.88187,0.00000,1.00000,1.78756,0.01138,0.00896,0.00000,0.02033542
0.60034,0.51459,2.42360,0.00000,1.00000,1.78756,0.01138,0.00896,0.00000,0.02033542
0.60034,0.51459,2.42360,0.00000,1.00000,0.00559,0.00840,0.00810,0.06709,0.08358760
1.51043,0.41538,0.41776,0.00000,1.00000,0.74687,0.00881,0.00881,0.02255,0.04016917
2.12875,2.57527,1.26222,0.00000,1.00000,2.55935,0.00897,0.01569,0.02236,0.04701794
1.94198,0.38091,3.44975,0.00000,1.00000,2.89469,0.01044,0.01013,0.00000,0.02057194
1.49488,0.38091,3.44975,0.00000,1.00000,2.89469,0.01244,0.00911,0.00142,0.02296921
1.49488,0.38091,0.37598,0.00000,1.00000,2.89469,0.01244,0.00911,0.02378,0.04533118
1.49488,0.38091,0.37598,0.00000,1.00000,2.40887,0.01234,0.01018,0.02378,0.04630497
2.19430,0.71429,3.11659,0.00000,1.00000,1.47669,0.01221,0.02169,0.00002,0.03391769
1.18927,2.09532,2.40688,0.00000,1.00000,1.34919,0.01326,0.02285,0.02236,0.05846823
1.87577,2.21288,0.09485,0.00000,1.00000,0.91514,0.00784,0.00973,0.02250,0.04006912
1.27992,1.97238,1.06435,0.00000,1.00000,1.71041,0.00833,0.01519,0.04472,0.06824469
1.92565,1.97238,1.06435,0.00000,1.00000,1.71041,0.00919,0.01053,0.02236,0.04208664
1.92565,1.28993,1.06435,0.00000,1.00000,1.71041,0.01370,0.01405,0.04472,0.07247525
1.92565,1.28993,3.06392,0.00000,1.00000,1.71041,0.01370,0.01405,0.02236,0.05011328
1.92565,1.28993,3.06392,0.00000,1.00000,2.38824,0.01856,0.01609,0.02236,0.05700798
1.12897,2.24116,2.42108,0.00000,1.00000,0.48625,0.02672,0.03977,0.02239,0.08888478
1.27185,2.01487,1.37607,0.00000,1.00000,2.36100,0.01176,0.01614,0.03674,0.06463118
0.52602,2.97652,1.00524,0.00000,1.00000,2.51873,0.01700,0.01097,0.01295,0.04092795
0.10328,2.97652,1.00524,0.00000,1.00000,2.51873,0.01700,0.01097,0.01295,0.04092795
0.10328,2.10507,1.00524,0.00000,1.00000,2.51873,0.01299,0.00939,0.01295,0.03533681
0.10328,2.10507,1.60253,0.00000,1.00000,2.51873,0.01299,0.00939,0.00000,0.02238319
0.10328,2.10507,1.60253,0.00000,1.00000,2.81616,0.01308,0.00879,0.00000,0.02186900
2.02912,0.39866,2.91602,0.00000,1.00000,2.59659,0.00874,0.01259,0.00000,0.02133365
1.60846,0.39866,2.91602,0.00000,1.00000,2.59659,0.01306,0.00934,0.00000,0.02240442
1.60846,1.22677,2.91602,0.00000,1.00000,2.59659,0.02692,0.01806,0.02243,0.06740619
1.60846,1.22677,0.12387,0.00000,1.00000,2.59659,0.02692,0.01806,0.04474,0.08971743
1.60846,1.22677,0.12387,0.00000,1.00000,0.80315,0.01286,0.01158,0.04472,0.06916339
2.29182,0.04426,1.75763,0.00000,1.00000,0.68560,0.01732,0.02728,0.00013,0.04472874
1.86969,2.02622,3.41031,0.00000,1.00000,1.80699,0.01008,0.00989,0.00000,0.01997169
1.18498,2.52433,3.05007,0.00000,1.00000,1.45232,0.01530,0.02375,0.02236,0.06141557
0.32315,2.52433,3.05007,0.00000,1.00000,1.45232,0.01212,0.00848,0.00000,0.02059990
0.32315,0.41086,3.05007,0.00000,1.00000,1.45232,0.01036,0.00819,0.00000,0.01854972
0.32315,0.41086,2.43764,0.00000,1.00000,1.45232,0.01036,0.00819,0.00000,0.01854972
0.32315,0.41086,2.43764,0.00000,1.00000,0.36147,0.00921,0.00808,0.00020,0.01749614
1.98735,0.04334,2.59704,0.00000,1.00000,1.94355,0.00839,0.01246,0.00000,0.02084794
1.70444,2.84568,0.18474,0.00000,1.00000,0.61923,0.01242,0.00875,0.02252,0.04368344
1.40157,1.32453,2.39308,0.00000,1.00000,1.78648,0.01455,0.01427,0.04472,0.07354188
2.04180,0.64235,2.74156,0.00000,1.00000,0.33141,0.00653,0.01441,0.00014,0.02108314
2.05664,0.64235,2.74156,0.00000,1.00000,0.33141,0.00653,0.01441,0.00014,0.02108314
2.05664,0.37475,2.74156,0.00000,1.00000,0.33141,0.00653,0.01441,0.00014,0.02108314
2.05664,0.37475,1.43616,0.00000,1.00000,0.33141,0.00653,0.01441,0.00018,0.02112082
2.05664,0.37475,1.43616,0.00000,1.00000,1.86737,0.00700,0.01416,0.00000,0.02115837
0.28837,2.43213,0.23700,0.00000,1.00000,1.05351,0.01052,0.00746,0.02236,0.04034372
1.98757,2.37473,0.15845,0.00000,1.00000,2.41890,0.01005,0.01213,0.02236,0.04454443
1.12924,2.37473,0.15845,0.00000,1.00000,2.41890,0.02914,0.04231,0.04614,0.11759154
1.12924,1.10568,0.15845,0.00000,1.00000,2.41890,0.03246,0.05321,0.06709,0.15275856
1.12924,1.10568,0.21482,0.00000,1.00000,2.41890,0.03246,0.05321,0.06709,0.15275856
1.12924,1.10568,0.21482,0.00000,1.00000,1.66209,0.03116,0.04731,0.06709,0.14555358
1.50960,2.97818,2.65877,0.00000,1.00000,2.23964,0.01630,0.01171,0.00047,0.02847724
1.08827,2.18665,1.94964,0.00000,1.00000,1.58394,0.04682,0.06141,0.02236,0.13059086
1.08958,2.18665,1.94964,0.00000,1.00000,1.58394,0.03807,0.05104,0.02236,0.11146870
1.08958,2.18665,0.43972,0.00000,1.00000,1.58394,0.03807,0.05104,0.04472,0.13383067
1.08958,2.18665,0.43972,0.00000,1.00000,0.51745,0.03919,0.05304,0.04481,0.13703771
2.09358,2.74457,0.80559,0.00000,1.00000,1.84434,0.00859,0.01445,0.02236,0.04540472
2.05123,1.37299,1.28457,0.00000,1.00000,0.34081,0.00818,0.01371,0.02693,0.04882282
1.58484,1.55012,2.10829,0.00000,1.00000,2.80245,0.01773,0.01109,0.02236,0.05117813
1.86755,0.43458,0.33638,0.00000,1.00000,1.75796,0.01001,0.00979,0.02236,0.04215981
1.42232,0.43458,0.33638,0.00000,1.00000,1.75796,0.01024,0.01039,0.04472,0.06535486
1.42232,0.20682,0.33638,0.00000,1.00000,1.75796,0.01024,0.01039,0.04472,0.06535486
1.42232,0.20682,0.65592,0.00000,1.00000,1.75796,0.01024,0.01039,0.04472,0.06535486
1.42232,0.20682,0.65592,0.00000,1.00000,0.00931,0.00746,0.01023,0.06709,0.08477897
1.79430,2.66960,2.59380,0.00000,1.00000,1.75144,0.01336,0.01009,0.00000,0.02344843
1.61480,0.39076,0.97619,0.00000,1.00000,2.86786,0.01312,0.00867,0.02236,0.04415443
2.48632,0.39076,0.97619,0.00000,1.00000,2.86786,0.02907,0.03868,0.02236,0.09011523
1.61480,1.90031,0.97619,0.00000,1.00000,2.86786,0.01342,0.00883,0.02236,0.04460900
1.61480,1.90031,0.15014,0.00000,1.00000,2.86786,0.01342,0.00883,0.02236,0.04460900
1.61480,1.90031,0.15014,0.00000,1.00000,0.31449,0.00933,0.00805,0.02236,0.03974632
1.54813,2.73373,2.91852,0.00000,1.00000,0.65714,0.01177,0.00880,0.00032,0.02088910
