S,P,D,F,r_core_flag,rcore,Sscore,Pscore,Dscore,Fscore,Score
0.60,0.31,2.33,0.25,0.00,0.00,0.00053,0.00124,0.00040,0.00000,0.000544722
0.60,0.31,2.40,0.25,0.00,0.00,0.00087,0.00206,0.00048,0.00000,0.000851563
0.59,0.32,2.24,0.25,0.00,0.00,0.00068,0.00046,0.00031,0.00000,0.000362173
0.59,0.34,2.21,0.25,0.00,0.00,0.00085,0.00070,0.00028,0.00000,0.000459665
0.61,0.35,2.12,0.25,0.00,0.00,0.00146,0.00174,0.00019,0.00000,0.000848783
0.59,0.32,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.60,0.31,2.29,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.58,0.30,2.32,0.25,0.00,0.00,0.00054,0.00087,0.00037,0.00000,0.000446473
0.59,0.31,2.29,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.59,0.31,2.33,0.25,0.00,0.00,0.00053,0.00124,0.00040,0.00000,0.000544722
0.59,0.32,2.27,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.59,0.31,2.31,0.25,0.00,0.00,0.00054,0.00087,0.00037,0.00000,0.000446473
0.59,0.32,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.60,0.32,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.59,0.32,2.29,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.59,0.32,2.27,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.59,0.32,2.29,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.59,0.32,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.59,0.32,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.59,0.32,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.59,0.32,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.59,0.32,2.29,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.59,0.32,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.59,0.32,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.59,0.32,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.59,0.32,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.59,0.32,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.59,0.32,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.59,0.32,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.59,0.32,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.59,0.32,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.60,0.40,1.50,0.25,0.00,0.00,0.00315,0.00464,0.00006,0.00000,0.001962950
4.10,0.40,1.50,0.25,0.00,0.00,0.05876,0.04420,0.00054,0.00000,0.025876040
0.60,3.90,1.50,0.25,0.00,0.00,0.00628,0.01343,0.00086,0.00000,0.005143362
0.60,0.40,5.00,0.25,0.00,0.00,0.08587,0.15753,0.01454,0.00000,0.064485637
-0.00,0.00,0.00,0.25,0.00,0.00,0.59077,1.13670,0.03648,0.00000,0.440985503
1.47,0.40,1.48,0.25,0.00,0.00,0.00316,0.00467,0.00007,0.00000,0.001972095
0.62,-0.00,2.28,0.25,0.00,0.00,0.00102,0.00099,0.00026,0.00000,0.000566173
0.60,-0.00,1.84,0.25,0.00,0.00,0.00264,0.00377,0.00004,0.00000,0.001614620
0.40,0.00,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.26,0.18,2.66,0.25,0.00,0.00,0.00338,0.00650,0.00087,0.00000,0.002687610
0.31,-0.00,2.48,0.25,0.00,0.00,0.00087,0.00206,0.00048,0.00000,0.000851563
0.32,0.00,2.08,0.25,0.00,0.00,0.00159,0.00197,0.00017,0.00000,0.000931853
0.36,0.00,2.18,0.25,0.00,0.00,0.00117,0.00126,0.00024,0.00000,0.000666288
0.40,0.11,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.38,0.00,2.34,0.25,0.00,0.00,0.00053,0.00124,0.00040,0.00000,0.000544722
0.45,0.00,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.40,0.00,2.26,0.25,0.00,0.00,0.00068,0.00046,0.00031,0.00000,0.000362173
0.40,0.02,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.42,0.00,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.40,0.00,2.30,0.25,0.00,0.00,0.00054,0.00087,0.00037,0.00000,0.000446473
0.40,0.00,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.40,0.00,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.40,0.00,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.40,0.00,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.40,0.00,2.28,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.60,4.20,1.50,0.25,0.00,0.00,0.01322,0.02271,0.00147,0.00000,0.009350683
0.60,4.20,5.00,0.25,0.00,0.00,0.10058,0.15147,0.01352,0.00000,0.066392352
0.60,2.50,0.00,0.25,0.00,0.00,0.58859,1.13517,0.03648,0.00000,0.440057703
0.60,2.50,3.50,0.25,0.00,0.00,0.01881,0.03669,0.00362,0.00000,0.014778710
1.48,2.50,3.50,0.25,0.00,0.00,0.01881,0.03669,0.00362,0.00000,0.014778710
0.60,2.83,3.21,0.25,0.00,0.00,0.01094,0.02317,0.00247,0.00000,0.009146135
0.60,2.79,3.83,0.25,0.00,0.00,0.03032,0.05856,0.00559,0.00000,0.023617215
0.60,2.36,2.64,0.25,0.00,0.00,0.00246,0.00660,0.00096,0.00000,0.002505365
0.60,2.50,1.77,0.25,0.00,0.00,0.00482,0.00422,0.00012,0.00000,0.002290198
0.32,2.17,1.71,0.25,0.00,0.00,0.00363,0.00424,0.00005,0.00000,0.001981250
0.48,2.03,1.69,0.25,0.00,0.00,0.00320,0.00423,0.00004,0.00000,0.001869910
0.45,1.64,1.50,0.25,0.00,0.00,0.00329,0.00470,0.00006,0.00000,0.002013015
0.47,1.88,2.10,0.25,0.00,0.00,0.00145,0.00173,0.00019,0.00000,0.000841370
0.54,1.74,2.51,0.25,0.00,0.00,0.00199,0.00402,0.00065,0.00000,0.001664030
0.50,1.81,2.30,0.25,0.00,0.00,0.00055,0.00088,0.00037,0.00000,0.000449213
0.33,1.78,2.43,0.25,0.00,0.00,0.00116,0.00251,0.00051,0.00000,0.001045382
0.50,1.70,2.27,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.43,1.74,2.19,0.25,0.00,0.00,0.00099,0.00098,0.00026,0.00000,0.000557087
0.41,1.69,2.33,0.25,0.00,0.00,0.00053,0.00124,0.00041,0.00000,0.000544143
0.55,1.68,2.27,0.25,0.00,0.00,0.00055,0.00055,0.00034,0.00000,0.000361110
0.55,1.68,2.25,0.25,0.00,0.00,0.00071,0.00046,0.00031,0.00000,0.000371140
0.54,1.67,2.27,0.25,0.00,0.00,0.00056,0.00055,0.00035,0.00000,0.000363968
0.55,1.69,2.30,0.25,0.00,0.00,0.00054,0.00087,0.00037,0.00000,0.000445860
0.55,1.69,2.28,0.25,0.00,0.00,0.00055,0.00055,0.00034,0.00000,0.000361110
0.55,1.68,2.27,0.25,0.00,0.00,0.00055,0.00055,0.00034,0.00000,0.000361110
0.55,1.69,2.27,0.25,0.00,0.00,0.00055,0.00055,0.00034,0.00000,0.000361110
0.55,1.68,2.27,0.25,0.00,0.00,0.00055,0.00055,0.00034,0.00000,0.000361110
0.55,1.68,2.27,0.25,0.00,0.00,0.00055,0.00055,0.00034,0.00000,0.000361110
0.55,1.68,2.27,0.25,0.00,0.00,0.00055,0.00055,0.00034,0.00000,0.000361110
0.60,1.10,1.50,0.25,0.00,0.00,0.01731,0.00284,0.00071,0.00000,0.005214328
0.63,1.10,1.50,0.25,0.00,0.00,0.01731,0.00284,0.00071,0.00000,0.005214328
0.60,1.16,1.50,0.25,0.00,0.00,0.01352,0.00275,0.00052,0.00000,0.004198700
0.60,1.10,1.58,0.25,0.00,0.00,0.01722,0.00280,0.00072,0.00000,0.005184473
0.57,1.14,1.55,0.25,0.00,0.00,0.01477,0.00256,0.00060,0.00000,0.004479850
0.58,1.16,1.58,0.25,0.00,0.00,0.01342,0.00258,0.00053,0.00000,0.004134092
0.57,1.19,1.62,0.25,0.00,0.00,0.01049,0.00347,0.00038,0.00000,0.003585845
0.56,1.22,1.54,0.25,0.00,0.00,0.00847,0.00458,0.00024,0.00000,0.003322128
0.54,1.28,1.53,0.25,0.00,0.00,0.00690,0.00489,0.00015,0.00000,0.002985135
0.57,1.28,1.55,0.25,0.00,0.00,0.00687,0.00484,0.00016,0.00000,0.002965090
0.57,1.36,1.55,0.25,0.00,0.00,0.00553,0.00485,0.00009,0.00000,0.002618038
0.52,1.40,1.63,0.25,0.00,0.00,0.00487,0.00465,0.00008,0.00000,0.002402933
0.48,1.52,1.70,0.25,0.00,0.00,0.00350,0.00431,0.00005,0.00000,0.001965413
0.49,1.58,1.56,0.25,0.00,0.00,0.00345,0.00466,0.00005,0.00000,0.002040035
0.49,1.69,1.68,0.25,0.00,0.00,0.00292,0.00421,0.00004,0.00000,0.001792310
0.46,1.89,1.76,0.25,0.00,0.00,0.00274,0.00394,0.00004,0.00000,0.001678772
0.38,1.98,1.79,0.25,0.00,0.00,0.00281,0.00379,0.00005,0.00000,0.001662418
0.29,2.29,1.92,0.25,0.00,0.00,0.00354,0.00334,0.00013,0.00000,0.001752018
0.39,2.01,1.94,0.25,0.00,0.00,0.00245,0.00306,0.00009,0.00000,0.001401883
0.34,2.23,2.14,0.25,0.00,0.00,0.00230,0.00162,0.00027,0.00000,0.001048045
0.31,2.50,2.09,0.25,0.00,0.00,0.00368,0.00227,0.00029,0.00000,0.001559208
0.23,2.50,2.26,0.25,0.00,0.00,0.00276,0.00103,0.00043,0.00000,0.001054982
0.21,2.50,2.53,0.25,0.00,0.00,0.00125,0.00414,0.00077,0.00000,0.001538170
0.21,2.32,2.52,0.25,0.00,0.00,0.00121,0.00413,0.00072,0.00000,0.001516463
0.32,2.20,2.08,0.25,0.00,0.00,0.00246,0.00207,0.00022,0.00000,0.001187515
0.38,2.30,1.79,0.25,0.00,0.00,0.00402,0.00398,0.00009,0.00000,0.002021627
0.25,2.31,2.34,0.25,0.00,0.00,0.00141,0.00136,0.00048,0.00000,0.000811495
0.24,2.50,2.41,0.25,0.00,0.00,0.00174,0.00263,0.00064,0.00000,0.001251525
0.30,2.27,2.16,0.25,0.00,0.00,0.00239,0.00138,0.00030,0.00000,0.001020237
0.36,2.04,2.17,0.25,0.00,0.00,0.00148,0.00128,0.00025,0.00000,0.000751948
0.43,1.81,2.12,0.25,0.00,0.00,0.00139,0.00172,0.00019,0.00000,0.000826268
0.27,2.19,2.31,0.25,0.00,0.00,0.00115,0.00095,0.00042,0.00000,0.000629847
0.23,2.17,2.40,0.25,0.00,0.00,0.00062,0.00213,0.00052,0.00000,0.000817345
0.29,2.09,2.38,0.25,0.00,0.00,0.00064,0.00211,0.00050,0.00000,0.000813868
0.29,2.14,2.33,0.25,0.00,0.00,0.00072,0.00131,0.00044,0.00000,0.000618400
0.36,1.93,2.20,0.25,0.00,0.00,0.00108,0.00098,0.00026,0.00000,0.000580580
0.42,1.74,2.13,0.25,0.00,0.00,0.00129,0.00150,0.00021,0.00000,0.000751190
0.25,2.13,2.39,0.25,0.00,0.00,0.00062,0.00213,0.00051,0.00000,0.000816035
0.34,2.06,2.22,0.25,0.00,0.00,0.00123,0.00073,0.00031,0.00000,0.000567907
0.39,1.90,2.19,0.25,0.00,0.00,0.00101,0.00097,0.00026,0.00000,0.000558882
0.46,1.75,2.13,0.25,0.00,0.00,0.00127,0.00149,0.00021,0.00000,0.000744353
0.43,1.79,2.08,0.25,0.00,0.00,0.00152,0.00195,0.00017,0.00000,0.000908933
0.33,2.05,2.27,0.25,0.00,0.00,0.00087,0.00056,0.00036,0.00000,0.000447323
0.34,2.07,2.26,0.25,0.00,0.00,0.00106,0.00043,0.00033,0.00000,0.000455132
0.38,1.95,2.25,0.25,0.00,0.00,0.00079,0.00044,0.00032,0.00000,0.000386735
0.40,1.90,2.26,0.25,0.00,0.00,0.00067,0.00045,0.00031,0.00000,0.000358320
0.32,2.12,2.33,0.25,0.00,0.00,0.00063,0.00130,0.00044,0.00000,0.000590893
0.38,1.95,2.23,0.25,0.00,0.00,0.00097,0.00070,0.00029,0.00000,0.000488330
0.34,2.06,2.30,0.25,0.00,0.00,0.00066,0.00091,0.00039,0.00000,0.000492897
0.37,1.98,2.24,0.25,0.00,0.00,0.00085,0.00043,0.00032,0.00000,0.000399743
0.38,1.87,2.26,0.25,0.00,0.00,0.00064,0.00046,0.00031,0.00000,0.000352460
0.40,1.77,2.26,0.25,0.00,0.00,0.00062,0.00046,0.00031,0.00000,0.000347172
0.45,1.72,2.25,0.25,0.00,0.00,0.00065,0.00046,0.00031,0.00000,0.000355355
0.47,1.61,2.27,0.25,0.00,0.00,0.00073,0.00054,0.00036,0.00000,0.000408130
0.39,1.89,2.25,0.25,0.00,0.00,0.00067,0.00045,0.00031,0.00000,0.000358320
0.44,1.70,2.27,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000362078
0.40,1.84,2.25,0.25,0.00,0.00,0.00063,0.00046,0.00031,0.00000,0.000348425
0.44,1.66,2.25,0.25,0.00,0.00,0.00076,0.00046,0.00032,0.00000,0.000383558
0.41,1.84,2.26,0.25,0.00,0.00,0.00063,0.00046,0.00031,0.00000,0.000348425
0.36,1.92,2.27,0.25,0.00,0.00,0.00056,0.00055,0.00034,0.00000,0.000363153
0.43,1.77,2.25,0.25,0.00,0.00,0.00062,0.00046,0.00031,0.00000,0.000347172
0.41,1.75,2.26,0.25,0.00,0.00,0.00063,0.00046,0.00031,0.00000,0.000350362
0.41,1.82,2.26,0.25,0.00,0.00,0.00062,0.00046,0.00031,0.00000,0.000346195
0.42,1.73,2.26,0.25,0.00,0.00,0.00065,0.00046,0.00031,0.00000,0.000355355
0.41,1.81,2.26,0.25,0.00,0.00,0.00062,0.00046,0.00031,0.00000,0.000346195
0.39,1.84,2.27,0.25,0.00,0.00,0.00056,0.00056,0.00034,0.00000,0.000364425
0.42,1.78,2.26,0.25,0.00,0.00,0.00062,0.00046,0.00031,0.00000,0.000347172
0.41,1.81,2.26,0.25,0.00,0.00,0.00062,0.00046,0.00031,0.00000,0.000346195
0.41,1.79,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.42,1.79,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.41,1.79,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.42,1.77,2.26,0.25,0.00,0.00,0.00062,0.00046,0.00031,0.00000,0.000347172
0.41,1.80,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.41,1.78,2.26,0.25,0.00,0.00,0.00062,0.00046,0.00031,0.00000,0.000347172
0.41,1.80,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.41,1.79,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.41,1.79,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.41,1.80,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.41,1.79,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.41,1.80,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.41,1.79,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.41,1.79,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.41,1.80,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.41,1.79,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.41,1.80,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.41,1.79,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.41,1.79,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.41,1.80,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.41,1.79,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.41,1.80,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.41,1.79,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.41,1.79,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.41,1.80,2.26,0.25,0.00,0.00,0.00061,0.00046,0.00031,0.00000,0.000345780
0.60,1.10,1.50,0.25,0.00,0.00,0.01731,0.00284,0.00071,0.00000,0.005214328
4.10,1.10,1.50,0.25,0.00,0.00,0.04294,0.05134,0.00098,0.00000,0.023813440
0.60,4.60,1.50,0.25,0.00,0.00,0.02380,0.04017,0.00231,0.00000,0.016573087
0.60,1.10,5.00,0.25,0.00,0.00,0.07485,0.15373,0.01467,0.00000,0.060811688
-0.00,0.43,0.00,0.25,0.00,0.00,0.58074,1.11669,0.04886,0.00000,0.436573355
1.47,1.10,1.48,0.25,0.00,0.00,0.01728,0.00284,0.00071,0.00000,0.005207135
1.47,1.94,1.26,0.25,0.00,0.00,0.00333,0.00485,0.00008,0.00000,0.002065445
1.48,2.05,1.68,0.25,0.00,0.00,0.00328,0.00425,0.00004,0.00000,0.001894225
1.50,2.50,0.93,0.25,0.00,0.00,0.00544,0.00527,0.00007,0.00000,0.002692800
1.50,1.67,1.90,0.25,0.00,0.00,0.00246,0.00335,0.00007,0.00000,0.001468965
1.50,1.32,2.16,0.25,0.00,0.00,0.00432,0.00128,0.00041,0.00000,0.001500735
1.72,1.68,1.89,0.25,0.00,0.00,0.00209,0.00303,0.00005,0.00000,0.001294345
1.50,1.38,2.12,0.25,0.00,0.00,0.00346,0.00180,0.00031,0.00000,0.001394550
1.50,1.49,2.31,0.25,0.00,0.00,0.00113,0.00093,0.00043,0.00000,0.000620422
1.50,1.61,2.49,0.25,0.00,0.00,0.00152,0.00348,0.00062,0.00000,0.001405333
1.61,1.49,2.31,0.25,0.00,0.00,0.00100,0.00092,0.00042,0.00000,0.000585397
1.50,1.27,2.29,0.25,0.00,0.00,0.00449,0.00091,0.00053,0.00000,0.001482705
1.50,1.54,2.22,0.25,0.00,0.00,0.00136,0.00080,0.00032,0.00000,0.000617153
1.50,1.50,2.19,0.25,0.00,0.00,0.00174,0.00111,0.00030,0.00000,0.000787638
1.47,1.54,2.22,0.25,0.00,0.00,0.00134,0.00079,0.00031,0.00000,0.000611735
1.47,1.59,2.25,0.25,0.00,0.00,0.00099,0.00049,0.00033,0.00000,0.000453295
1.47,1.64,2.28,0.25,0.00,0.00,0.00061,0.00055,0.00035,0.00000,0.000376153
1.41,1.65,2.29,0.25,0.00,0.00,0.00063,0.00058,0.00035,0.00000,0.000389020
1.47,1.65,2.25,0.25,0.00,0.00,0.00080,0.00047,0.00032,0.00000,0.000396567
1.49,1.66,2.32,0.25,0.00,0.00,0.00054,0.00087,0.00038,0.00000,0.000445160
1.48,1.65,2.30,0.25,0.00,0.00,0.00053,0.00087,0.00038,0.00000,0.000444458
1.45,1.64,2.28,0.25,0.00,0.00,0.00061,0.00055,0.00035,0.00000,0.000376735
1.46,1.62,2.27,0.25,0.00,0.00,0.00066,0.00055,0.00035,0.00000,0.000390670
1.47,1.64,2.28,0.25,0.00,0.00,0.00061,0.00055,0.00035,0.00000,0.000376153
1.47,1.64,2.27,0.25,0.00,0.00,0.00061,0.00055,0.00035,0.00000,0.000376153
1.47,1.64,2.28,0.25,0.00,0.00,0.00061,0.00055,0.00035,0.00000,0.000376153
1.47,1.64,2.28,0.25,0.00,0.00,0.00061,0.00055,0.00035,0.00000,0.000376153
1.47,1.64,2.28,0.25,0.00,0.00,0.00061,0.00055,0.00035,0.00000,0.000376153
1.47,1.64,2.28,0.25,0.00,0.00,0.00061,0.00055,0.00035,0.00000,0.000376153
4.40,0.40,1.50,0.25,0.00,0.00,0.05801,0.04374,0.00053,0.00000,0.025571410
4.40,3.90,1.50,0.25,0.00,0.00,0.06869,0.04567,0.00122,0.00000,0.028894185
4.40,0.40,5.00,0.25,0.00,0.00,0.15386,0.20209,0.01554,0.00000,0.092872590
1.50,0.00,0.00,0.25,0.00,0.00,0.59076,1.13669,0.03648,0.00000,0.440983387
1.91,0.04,0.15,0.25,0.00,0.00,0.00202,0.00290,0.00009,0.00000,0.001251470
1.50,0.00,0.93,0.25,0.00,0.00,0.00326,0.00485,0.00008,0.00000,0.002047625
1.50,-0.00,1.80,0.25,0.00,0.00,0.00264,0.00378,0.00004,0.00000,0.001616242
1.50,-0.00,2.24,0.25,0.00,0.00,0.00102,0.00099,0.00026,0.00000,0.000567485
1.50,-0.00,2.68,0.25,0.00,0.00,0.00299,0.00582,0.00081,0.00000,0.002406293
1.50,0.44,2.24,0.25,0.00,0.00,0.00068,0.00046,0.00031,0.00000,0.000362435
1.71,0.40,2.28,0.25,0.00,0.00,0.00073,0.00082,0.00033,0.00000,0.000470480
1.44,0.29,2.39,0.25,0.00,0.00,0.00090,0.00206,0.00048,0.00000,0.000859830
1.50,0.51,2.32,0.25,0.00,0.00,0.00054,0.00087,0.00037,0.00000,0.000445373
1.50,0.54,2.04,0.25,0.00,0.00,0.00182,0.00238,0.00014,0.00000,0.001084490
1.50,0.49,2.14,0.25,0.00,0.00,0.00132,0.00151,0.00021,0.00000,0.000761687
1.50,0.39,2.27,0.25,0.00,0.00,0.00055,0.00055,0.00034,0.00000,0.000360510
1.53,0.39,2.27,0.25,0.00,0.00,0.00055,0.00055,0.00034,0.00000,0.000360460
1.50,0.36,2.23,0.25,0.00,0.00,0.00086,0.00070,0.00028,0.00000,0.000460988
1.50,0.42,2.31,0.25,0.00,0.00,0.00054,0.00087,0.00037,0.00000,0.000445373
1.50,0.38,2.25,0.25,0.00,0.00,0.00068,0.00046,0.00031,0.00000,0.000362435
1.50,0.39,2.28,0.25,0.00,0.00,0.00055,0.00055,0.00034,0.00000,0.000360510
1.50,0.41,2.27,0.25,0.00,0.00,0.00055,0.00055,0.00034,0.00000,0.000360510
1.50,0.39,2.27,0.25,0.00,0.00,0.00055,0.00055,0.00034,0.00000,0.000360510
1.50,0.39,2.27,0.25,0.00,0.00,0.00055,0.00055,0.00034,0.00000,0.000360510
1.50,0.39,2.27,0.25,0.00,0.00,0.00055,0.00055,0.00034,0.00000,0.000360510
1.50,0.39,2.27,0.25,0.00,0.00,0.00055,0.00055,0.00034,0.00000,0.000360510
4.40,1.10,1.50,0.25,0.00,0.00,0.04223,0.05086,0.00099,0.00000,0.023520640
4.40,4.60,1.50,0.25,0.00,0.00,0.08958,0.05332,0.00285,0.00000,0.036439060
4.40,1.10,5.00,0.25,0.00,0.00,0.13171,0.19839,0.01575,0.00000,0.086461665
1.50,-0.00,0.00,0.25,0.00,0.00,0.59076,1.13669,0.03648,0.00000,0.440983387
1.50,-0.00,1.75,0.25,0.00,0.00,0.00284,0.00412,0.00004,0.00000,0.001752473
1.50,-0.00,3.50,0.25,0.00,0.00,0.02016,0.03679,0.00352,0.00000,0.015118263
1.50,-0.00,2.62,0.25,0.00,0.00,0.00299,0.00582,0.00081,0.00000,0.002406293
1.50,-0.00,1.31,0.25,0.00,0.00,0.00327,0.00487,0.00008,0.00000,0.002055660
1.50,0.00,1.97,0.25,0.00,0.00,0.00213,0.00290,0.00009,0.00000,0.001279072
1.50,0.00,2.19,0.25,0.00,0.00,0.00102,0.00099,0.00026,0.00000,0.000567485
1.50,0.00,2.41,0.25,0.00,0.00,0.00112,0.00251,0.00052,0.00000,0.001035425
1.44,0.21,2.19,0.25,0.00,0.00,0.00102,0.00096,0.00026,0.00000,0.000560380
1.55,0.24,2.19,0.25,0.00,0.00,0.00101,0.00099,0.00026,0.00000,0.000564853
1.44,0.21,2.41,0.25,0.00,0.00,0.00115,0.00251,0.00051,0.00000,0.001045068
1.44,0.21,2.08,0.25,0.00,0.00,0.00159,0.00194,0.00017,0.00000,0.000926088
1.44,0.21,2.24,0.25,0.00,0.00,0.00068,0.00047,0.00031,0.00000,0.000365755
1.44,0.21,2.30,0.25,0.00,0.00,0.00059,0.00087,0.00037,0.00000,0.000456618
1.44,0.24,2.24,0.25,0.00,0.00,0.00068,0.00047,0.00031,0.00000,0.000365755
1.40,0.20,2.21,0.25,0.00,0.00,0.00092,0.00064,0.00028,0.00000,0.000460098
1.49,0.22,2.22,0.25,0.00,0.00,0.00085,0.00070,0.00028,0.00000,0.000459665
1.42,0.21,2.23,0.25,0.00,0.00,0.00088,0.00066,0.00028,0.00000,0.000454925
1.46,0.22,2.24,0.25,0.00,0.00,0.00068,0.00047,0.00031,0.00000,0.000362855
1.46,0.22,2.24,0.25,0.00,0.00,0.00068,0.00047,0.00031,0.00000,0.000362855
1.47,0.22,2.23,0.25,0.00,0.00,0.00085,0.00069,0.00028,0.00000,0.000457433
1.46,0.21,2.24,0.25,0.00,0.00,0.00068,0.00047,0.00031,0.00000,0.000362855
1.44,0.21,2.24,0.25,0.00,0.00,0.00068,0.00047,0.00031,0.00000,0.000365755
1.45,0.21,2.24,0.25,0.00,0.00,0.00068,0.00047,0.00031,0.00000,0.000362855
1.46,0.22,2.24,0.25,0.00,0.00,0.00068,0.00047,0.00031,0.00000,0.000362855
1.46,0.22,2.24,0.25,0.00,0.00,0.00068,0.00047,0.00031,0.00000,0.000362855
1.46,0.21,2.24,0.25,0.00,0.00,0.00068,0.00047,0.00031,0.00000,0.000362855
0.65,0.22,1.41,0.25,0.00,0.00,0.00322,0.00478,0.00008,0.00000,0.002018010
0.58,0.23,3.21,0.25,0.00,0.00,0.01264,0.02314,0.00232,0.00000,0.009524438
0.26,2.39,0.85,0.25,0.00,0.00,0.00505,0.00517,0.00006,0.00000,0.002570995
0.29,0.43,1.81,0.25,0.00,0.00,0.00258,0.00367,0.00005,0.00000,0.001574855
1.14,2.17,0.65,0.25,0.00,0.00,0.01308,0.00318,0.00006,0.00000,0.004080023
1.44,0.97,3.16,0.25,0.00,0.00,0.01876,0.01441,0.00287,0.00000,0.009010420
0.09,1.62,1.55,0.25,0.00,0.00,0.00331,0.00465,0.00005,0.00000,0.002004478
0.54,0.53,1.67,0.25,0.00,0.00,0.00292,0.00426,0.00004,0.00000,0.001805718
0.22,1.14,2.10,0.25,0.00,0.00,0.01365,0.00251,0.00072,0.00000,0.004219858
1.03,0.15,0.57,0.25,0.00,0.00,0.03070,0.00336,0.00009,0.00000,0.008535240
