rs,rp,rd,rf,r_core_flag,rcore,DeltaE,DeltaEig,hardness,score
1.48046,1.98097,1.79255,0.00000,1.00000,0.00000,0.05866,0.11120,0.00000,0.16985620
2.27858,1.02986,3.30252,0.00000,1.00000,0.00000,0.06380,0.09505,0.01316,0.17200402
0.18145,0.81483,1.49840,0.00000,1.00000,0.00000,0.01306,0.00593,0.04473,0.06372254
2.21379,0.63878,2.21970,0.00000,1.00000,0.00000,0.07021,0.10189,0.06709,0.23918607
1.10025,0.81483,1.49840,0.00000,1.00000,0.00000,0.01549,0.01675,0.06709,0.09932332
1.10025,2.32905,1.49840,0.00000,1.00000,0.00000,0.06872,0.16401,0.02236,0.25508982
1.10025,2.32905,2.61620,0.00000,1.00000,0.00000,0.06872,0.16401,0.02236,0.25508982
0.23212,1.56195,2.66191,0.00000,1.00000,0.00000,0.01062,0.02805,0.06709,0.10575317
1.28932,1.22712,2.55831,0.00000,1.00000,0.00000,0.02739,0.03547,0.02333,0.08619320
0.93329,2.36524,2.39401,0.00000,1.00000,0.00000,0.07218,0.16702,0.02239,0.26159555
0.26165,1.22712,2.55831,0.00000,1.00000,0.00000,0.01228,0.01031,0.04473,0.06731124
0.26165,2.35669,2.55831,0.00000,1.00000,0.00000,0.06701,0.15825,0.06709,0.29234604
0.26165,1.22712,2.28155,0.00000,1.00000,0.00000,0.01228,0.01031,0.04472,0.06731047
0.94809,1.32271,1.86102,0.00000,1.00000,0.00000,0.01447,0.01586,0.05768,0.08801177
0.54148,1.99408,0.40665,0.00000,1.00000,0.00000,0.03305,0.08232,0.04473,0.16009538
1.20426,2.25324,3.01880,0.00000,1.00000,0.00000,0.06203,0.14755,0.00082,0.21039525
2.33176,2.25324,3.01880,0.00000,1.00000,0.00000,0.10468,0.19417,0.00000,0.29885363
2.33176,1.09611,3.01880,0.00000,1.00000,0.00000,0.05825,0.08897,0.00048,0.14769964
2.33176,1.09611,0.03498,0.00000,1.00000,0.00000,0.05825,0.08897,0.02283,0.17005612
1.87531,1.28793,2.00237,0.00000,1.00000,0.00000,0.07059,0.10388,0.01295,0.18742889
1.60052,1.97005,0.44280,0.00000,1.00000,0.00000,0.06797,0.11710,0.02236,0.20743428
0.61002,0.05712,1.51118,0.00000,1.00000,0.00000,0.00707,0.02099,0.06709,0.09514887
1.71610,0.05712,1.51118,0.00000,1.00000,0.00000,0.06344,0.09695,0.06709,0.22747573
0.61002,1.88142,1.51118,0.00000,1.00000,0.00000,0.01741,0.06296,0.02381,0.10417709
0.61002,1.88142,3.21617,0.00000,1.00000,0.00000,0.01741,0.06296,0.02394,0.10430208
2.43981,1.82429,0.28158,0.00000,1.00000,0.00000,0.05825,0.09966,0.02237,0.18027202
0.61877,1.69110,2.01097,0.00000,1.00000,0.00000,0.01609,0.04096,0.02310,0.08014565
1.53693,0.60926,2.18383,0.00000,1.00000,0.00000,0.04226,0.06335,0.06709,0.17269714
0.49849,0.60926,2.18383,0.00000,1.00000,0.00000,0.07047,0.04594,0.06709,0.18349709
0.49849,0.21672,2.18383,0.00000,1.00000,0.00000,0.05565,0.04465,0.04472,0.14502794
0.49849,0.21672,3.00423,0.00000,1.00000,0.00000,0.05565,0.04465,0.04472,0.14502786
1.58219,1.91708,1.32173,0.00000,1.00000,0.00000,0.06496,0.10989,0.00000,0.17484775
0.18458,0.78502,1.93070,0.00000,1.00000,0.00000,0.01293,0.00580,0.04473,0.06346060
1.24198,2.12687,2.58617,0.00000,1.00000,0.00000,0.04907,0.11909,0.00027,0.16842865
1.78393,0.78502,1.93070,0.00000,1.00000,0.00000,0.06408,0.09312,0.06709,0.22428975
0.18458,0.57042,1.93070,0.00000,1.00000,0.00000,0.01176,0.00605,0.03613,0.05394316
0.18458,0.57042,2.09403,0.00000,1.00000,0.00000,0.01176,0.00605,0.03578,0.05359579
