rs,rp,rd,rf,r_core_flag,rcore,DeltaE,DeltaEig,hardness,score
2.03723,2.82904,3.09871,0.00000,1.00000,0.00000,0.10740,0.17752,0.00000,0.28492359
2.21290,1.79590,0.27668,0.00000,1.00000,0.00000,0.05809,0.07306,0.02236,0.15351570
1.65248,1.79590,0.27668,0.00000,1.00000,0.00000,0.03160,0.04265,0.02237,0.09661842
1.65248,0.38239,0.27668,0.00000,1.00000,0.00000,0.02317,0.03062,0.06709,0.12087102
1.65248,0.38239,3.05041,0.00000,1.00000,0.00000,0.02317,0.03062,0.06709,0.12087102
2.45959,2.56788,0.77568,0.00000,1.00000,0.00000,0.08885,0.14819,0.02236,0.25940482
1.35638,2.74775,0.05587,0.00000,1.00000,0.00000,0.06679,0.12448,0.02263,0.21389667
1.32236,1.74387,1.07722,0.00000,1.00000,0.00000,0.01558,0.02295,0.02268,0.06120942
1.36096,1.74387,1.07722,0.00000,1.00000,0.00000,0.01701,0.02422,0.02268,0.06391045
1.36096,1.20448,1.07722,0.00000,1.00000,0.00000,0.01345,0.01700,0.04554,0.07598759
1.36096,1.20448,0.51494,0.00000,1.00000,0.00000,0.01345,0.01700,0.06709,0.09753424
0.65977,2.55813,0.14929,0.00000,1.00000,0.00000,0.03978,0.08338,0.04473,0.16788430
1.72168,0.65326,0.90805,0.00000,1.00000,0.00000,0.02796,0.03487,0.06709,0.12991352
1.38196,0.65326,0.90805,0.00000,1.00000,0.00000,0.01157,0.01481,0.06709,0.09347081
1.38196,0.56018,0.90805,0.00000,1.00000,0.00000,0.01144,0.01480,0.05768,0.08392007
1.38196,0.56018,2.53200,0.00000,1.00000,0.00000,0.01144,0.01480,0.05768,0.08392007
2.40767,0.00644,2.78740,0.00000,1.00000,0.00000,0.05227,0.06879,0.06709,0.18814251
1.41566,1.97011,0.01414,0.00000,1.00000,0.00000,0.02325,0.03535,0.02984,0.08843588
2.29520,0.81135,2.81496,0.00000,1.00000,0.00000,0.05160,0.06253,0.06709,0.18121739
1.16948,0.81135,2.81496,0.00000,1.00000,0.00000,0.00773,0.00833,0.03533,0.05139723
1.16948,2.80906,2.81496,0.00000,1.00000,0.00000,0.07238,0.13105,0.00430,0.20773238
1.16948,2.80906,0.06383,0.00000,1.00000,0.00000,0.07238,0.13105,0.02666,0.23009434
1.48847,1.01289,1.27703,0.00000,1.00000,0.00000,0.01739,0.02202,0.04903,0.08843608
