S,P,D,F,r_core_flag,rcore,Sscore,Pscore,Dscore,Fscore,Score
0.27,0.58,2.08,2.50,0.00,0.00,0.00074,0.00350,0.00000,0.00000,0.001060585
0.27,0.59,2.07,2.50,0.00,0.00,0.00074,0.00351,0.00000,0.00000,0.001060240
0.27,0.59,2.08,2.50,0.00,0.00,0.00074,0.00350,0.00000,0.00000,0.001059792
0.27,0.59,2.07,2.50,0.00,0.00,0.00074,0.00351,0.00000,0.00000,0.001060240
0.27,0.59,2.07,2.50,0.00,0.00,0.00074,0.00351,0.00000,0.00000,0.001060240
0.27,0.58,2.08,2.50,0.00,0.00,0.00074,0.00350,0.00000,0.00000,0.001060585
0.27,0.59,2.08,2.50,0.00,0.00,0.00074,0.00350,0.00000,0.00000,0.001059792
0.27,0.59,2.08,2.50,0.00,0.00,0.00074,0.00350,0.00000,0.00000,0.001059792
0.27,0.59,2.08,2.50,0.00,0.00,0.00074,0.00350,0.00000,0.00000,0.001059792
0.27,0.59,2.08,2.50,0.00,0.00,0.00074,0.00350,0.00000,0.00000,0.001059792
0.27,0.59,2.08,2.50,0.00,0.00,0.00074,0.00350,0.00000,0.00000,0.001059792
0.27,0.59,2.08,2.50,0.00,0.00,0.00074,0.00350,0.00000,0.00000,0.001059792
0.27,0.59,2.08,2.50,0.00,0.00,0.00074,0.00350,0.00000,0.00000,0.001059792
0.27,0.59,2.08,2.50,0.00,0.00,0.00074,0.00350,0.00000,0.00000,0.001059792
0.30,1.10,1.50,2.50,0.00,0.00,0.00215,0.00529,0.00000,0.00000,0.001862550
3.80,1.10,1.50,2.50,0.00,0.00,0.04455,0.04787,0.00002,0.00000,0.023110195
0.30,4.60,1.50,2.50,0.00,0.00,0.38923,0.61846,0.00011,0.00000,0.251951183
0.30,1.10,5.00,2.50,0.00,0.00,0.00424,0.00568,0.00019,0.00000,0.002527927
0.00,-0.00,0.17,2.50,0.00,0.00,0.00154,0.00412,0.00000,0.00000,0.001415520
0.83,0.22,-0.00,2.50,0.00,0.00,0.06158,0.12107,0.00220,0.00000,0.046213065
0.04,0.00,0.39,2.50,0.00,0.00,0.00154,0.00412,0.00000,0.00000,0.001415530
0.00,-0.00,0.39,2.50,0.00,0.00,0.00154,0.00412,0.00000,0.00000,0.001415525
0.00,-0.00,0.28,2.50,0.00,0.00,0.00154,0.00412,0.00000,0.00000,0.001415520
0.04,0.10,0.28,2.50,0.00,0.00,0.00338,0.01017,0.00000,0.00000,0.003385922
-0.00,0.11,0.28,2.50,0.00,0.00,0.01693,0.03134,0.00148,0.00000,0.012437058
-0.00,0.05,0.28,2.50,0.00,0.00,0.06093,0.11910,0.00216,0.00000,0.045546197
0.01,-0.00,0.29,2.50,0.00,0.00,0.00154,0.00412,0.00000,0.00000,0.001415520
-0.00,0.01,0.29,2.50,0.00,0.00,0.01509,0.02779,0.00148,0.00000,0.011091175
0.00,0.00,0.28,2.50,0.00,0.00,0.00154,0.00412,0.00000,0.00000,0.001415522
-0.00,0.00,0.28,2.50,0.00,0.00,0.00154,0.00412,0.00000,0.00000,0.001415520
0.00,0.00,0.28,2.50,0.00,0.00,0.00154,0.00412,0.00000,0.00000,0.001415522
0.00,0.00,0.28,2.50,0.00,0.00,0.00154,0.00412,0.00000,0.00000,0.001415522
0.00,0.00,0.28,2.50,0.00,0.00,0.00154,0.00412,0.00000,0.00000,0.001415522
1.10,0.40,1.50,2.50,0.00,0.00,0.00097,0.00509,0.00000,0.00000,0.001514675
1.16,0.40,1.50,2.50,0.00,0.00,0.00096,0.00551,0.00000,0.00000,0.001616632
1.10,0.42,1.50,2.50,0.00,0.00,0.00092,0.00490,0.00000,0.00000,0.001454762
1.10,0.40,1.58,2.50,0.00,0.00,0.00097,0.00509,0.00000,0.00000,0.001514422
1.04,0.41,1.55,2.50,0.00,0.00,0.00094,0.00465,0.00000,0.00000,0.001399195
0.99,0.42,1.58,2.50,0.00,0.00,0.00091,0.00439,0.00000,0.00000,0.001326350
1.03,0.43,1.60,2.50,0.00,0.00,0.00089,0.00445,0.00000,0.00000,0.001336000
0.98,0.44,1.54,2.50,0.00,0.00,0.00086,0.00419,0.00000,0.00000,0.001261442
0.92,0.47,1.53,2.50,0.00,0.00,0.00080,0.00383,0.00000,0.00000,0.001159397
0.86,0.46,1.63,2.50,0.00,0.00,0.00081,0.00388,0.00000,0.00000,0.001172552
0.81,0.47,1.56,2.50,0.00,0.00,0.00078,0.00384,0.00000,0.00000,0.001155360
0.71,0.49,1.53,2.50,0.00,0.00,0.00100,0.00430,0.00000,0.00000,0.001325140
0.73,0.51,1.57,2.50,0.00,0.00,0.00083,0.00403,0.00000,0.00000,0.001215490
0.80,0.49,1.57,2.50,0.00,0.00,0.00076,0.00376,0.00000,0.00000,0.001129532
0.83,0.49,1.47,2.50,0.00,0.00,0.00076,0.00371,0.00000,0.00000,0.001118247
0.82,0.51,1.38,2.50,0.00,0.00,0.00075,0.00363,0.00000,0.00000,0.001094410
0.70,0.51,1.48,2.50,0.00,0.00,0.00122,0.00441,0.00000,0.00000,0.001408065
0.86,0.48,1.51,2.50,0.00,0.00,0.00078,0.00372,0.00000,0.00000,0.001124332
0.84,0.51,1.42,2.50,0.00,0.00,0.00075,0.00361,0.00000,0.00000,0.001089307
0.85,0.53,1.36,2.50,0.00,0.00,0.00073,0.00354,0.00000,0.00000,0.001068825
0.89,0.53,1.27,2.50,0.00,0.00,0.00074,0.00354,0.00000,0.00000,0.001071677
0.84,0.57,1.16,2.50,0.00,0.00,0.00070,0.00346,0.00000,0.00000,0.001040987
0.83,0.62,0.98,2.50,0.00,0.00,0.00072,0.00346,0.00000,0.00000,0.001045205
0.91,0.58,1.13,2.50,0.00,0.00,0.00071,0.00347,0.00000,0.00000,0.001045650
0.84,0.60,1.17,2.50,0.00,0.00,0.00070,0.00345,0.00000,0.00000,0.001038412
0.82,0.63,1.11,2.50,0.00,0.00,0.00073,0.00347,0.00000,0.00000,0.001051775
0.88,0.63,0.95,2.50,0.00,0.00,0.00073,0.00343,0.00000,0.00000,0.001040295
0.80,0.62,1.04,2.50,0.00,0.00,0.00073,0.00353,0.00000,0.00000,0.001063945
0.88,0.59,1.11,2.50,0.00,0.00,0.00070,0.00344,0.00000,0.00000,0.001034877
0.89,0.64,0.99,2.50,0.00,0.00,0.00075,0.00344,0.00000,0.00000,0.001046960
0.86,0.59,1.12,2.50,0.00,0.00,0.00070,0.00344,0.00000,0.00000,0.001034270
0.84,0.55,1.31,2.50,0.00,0.00,0.00072,0.00350,0.00000,0.00000,0.001054717
0.87,0.61,1.04,2.50,0.00,0.00,0.00072,0.00343,0.00000,0.00000,0.001036355
0.89,0.60,1.01,2.50,0.00,0.00,0.00071,0.00344,0.00000,0.00000,0.001037352
0.88,0.60,1.05,2.50,0.00,0.00,0.00071,0.00343,0.00000,0.00000,0.001035397
0.88,0.57,1.15,2.50,0.00,0.00,0.00071,0.00345,0.00000,0.00000,0.001039920
0.87,0.60,1.07,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034550
0.86,0.59,1.14,2.50,0.00,0.00,0.00070,0.00344,0.00000,0.00000,0.001034267
0.84,0.59,1.19,2.50,0.00,0.00,0.00070,0.00345,0.00000,0.00000,0.001037883
0.84,0.60,1.11,2.50,0.00,0.00,0.00070,0.00345,0.00000,0.00000,0.001038435
0.87,0.59,1.11,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034037
0.85,0.58,1.18,2.50,0.00,0.00,0.00070,0.00344,0.00000,0.00000,0.001035272
0.87,0.60,1.09,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034547
0.86,0.58,1.15,2.50,0.00,0.00,0.00070,0.00344,0.00000,0.00000,0.001034390
0.86,0.59,1.14,2.50,0.00,0.00,0.00070,0.00344,0.00000,0.00000,0.001034267
0.87,0.59,1.15,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034025
0.87,0.59,1.16,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034022
0.88,0.60,1.14,2.50,0.00,0.00,0.00071,0.00343,0.00000,0.00000,0.001035380
0.86,0.59,1.14,2.50,0.00,0.00,0.00070,0.00344,0.00000,0.00000,0.001034267
0.87,0.59,1.14,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034025
0.87,0.59,1.15,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034025
0.87,0.59,1.15,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034025
0.88,0.59,1.15,2.50,0.00,0.00,0.00070,0.00344,0.00000,0.00000,0.001034870
0.87,0.59,1.15,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034025
0.87,0.59,1.15,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034025
0.87,0.59,1.16,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034022
0.87,0.59,1.16,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034022
0.87,0.59,1.17,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034015
0.87,0.59,1.18,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034015
0.87,0.59,1.17,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034015
0.87,0.59,1.18,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034015
0.87,0.59,1.18,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034015
0.87,0.59,1.18,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034015
0.87,0.59,1.17,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034015
0.87,0.59,1.17,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034015
0.87,0.59,1.17,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034015
0.87,0.59,1.17,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034015
0.87,0.59,1.17,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034015
0.87,0.59,1.17,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034015
0.87,0.59,1.17,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034015
0.87,0.59,1.17,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034015
0.87,0.59,1.17,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034015
0.87,0.59,1.17,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034015
0.87,0.59,1.17,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034015
0.87,0.59,1.17,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034015
0.87,0.59,1.17,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034015
0.87,0.59,1.17,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034015
0.87,0.59,1.17,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034015
1.10,0.40,1.50,2.50,0.00,0.00,0.00097,0.00509,0.00000,0.00000,0.001514675
4.60,0.40,1.50,2.50,0.00,0.00,0.09573,0.13085,0.00003,0.00000,0.056653260
1.10,3.90,1.50,2.50,0.00,0.00,0.24906,0.43608,0.00014,0.00000,0.171319962
1.10,0.40,5.00,2.50,0.00,0.00,0.00305,0.00467,0.00019,0.00000,0.001980087
-0.00,0.00,0.00,2.50,0.00,0.00,0.06096,0.11918,0.00220,0.00000,0.045586980
1.50,-0.00,0.83,2.50,0.00,0.00,0.00322,0.01359,0.00000,0.00000,0.004203745
1.18,0.79,1.31,2.50,0.00,0.00,0.00160,0.00570,0.00000,0.00000,0.001824027
1.50,0.49,2.27,2.50,0.00,0.00,0.00096,0.01177,0.00000,0.00000,0.003183030
0.67,0.44,1.54,2.50,0.00,0.00,0.00284,0.00556,0.00000,0.00000,0.002100707
1.16,0.26,1.34,2.50,0.00,0.00,0.00166,0.00750,0.00000,0.00000,0.002289870
1.18,0.44,1.70,2.50,0.00,0.00,0.00088,0.00539,0.00000,0.00000,0.001566693
1.00,0.42,1.53,2.50,0.00,0.00,0.00091,0.00442,0.00000,0.00000,0.001333532
0.99,0.53,1.51,2.50,0.00,0.00,0.00076,0.00375,0.00000,0.00000,0.001128227
0.92,0.61,1.51,2.50,0.00,0.00,0.00073,0.00348,0.00000,0.00000,0.001052042
0.95,0.67,1.41,2.50,0.00,0.00,0.00080,0.00357,0.00000,0.00000,0.001091205
0.96,0.63,1.53,2.50,0.00,0.00,0.00075,0.00357,0.00000,0.00000,0.001081257
0.83,0.67,1.53,2.50,0.00,0.00,0.00079,0.00348,0.00000,0.00000,0.001065615
0.89,0.56,1.50,2.50,0.00,0.00,0.00072,0.00347,0.00000,0.00000,0.001046060
0.89,0.56,1.45,2.50,0.00,0.00,0.00072,0.00347,0.00000,0.00000,0.001046192
0.84,0.58,1.51,2.50,0.00,0.00,0.00070,0.00345,0.00000,0.00000,0.001037152
0.79,0.56,1.52,2.50,0.00,0.00,0.00070,0.00357,0.00000,0.00000,0.001068905
0.85,0.60,1.51,2.50,0.00,0.00,0.00071,0.00344,0.00000,0.00000,0.001035622
0.85,0.60,1.52,2.50,0.00,0.00,0.00071,0.00344,0.00000,0.00000,0.001035565
0.83,0.62,1.53,2.50,0.00,0.00,0.00072,0.00345,0.00000,0.00000,0.001044687
0.88,0.60,1.52,2.50,0.00,0.00,0.00071,0.00343,0.00000,0.00000,0.001034877
0.88,0.62,1.52,2.50,0.00,0.00,0.00073,0.00343,0.00000,0.00000,0.001038060
0.88,0.60,1.53,2.50,0.00,0.00,0.00071,0.00343,0.00000,0.00000,0.001034877
0.88,0.59,1.52,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034365
0.86,0.59,1.52,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001033757
0.85,0.58,1.52,2.50,0.00,0.00,0.00070,0.00344,0.00000,0.00000,0.001034782
0.86,0.59,1.51,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001033815
0.86,0.59,1.52,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001033757
0.86,0.59,1.52,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001033757
0.87,0.59,1.52,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001033522
0.87,0.58,1.52,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034012
0.86,0.59,1.52,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001033757
0.87,0.58,1.52,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034012
0.86,0.59,1.52,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001033757
0.87,0.59,1.52,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001033522
0.87,0.58,1.52,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034012
0.86,0.59,1.52,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001033757
1.10,0.70,1.50,2.50,0.00,0.00,0.00103,0.00460,0.00000,0.00000,0.001406882
1.16,0.70,1.50,2.50,0.00,0.00,0.00114,0.00524,0.00000,0.00000,0.001595507
1.10,0.73,1.50,2.50,0.00,0.00,0.00113,0.00466,0.00000,0.00000,0.001449040
1.10,0.70,1.58,2.50,0.00,0.00,0.00103,0.00460,0.00000,0.00000,0.001406633
1.04,0.72,1.55,2.50,0.00,0.00,0.00098,0.00408,0.00000,0.00000,0.001265105
0.99,0.73,1.58,2.50,0.00,0.00,0.00096,0.00381,0.00000,0.00000,0.001191560
1.03,0.69,1.60,2.50,0.00,0.00,0.00090,0.00402,0.00000,0.00000,0.001230557
0.98,0.72,1.67,2.50,0.00,0.00,0.00093,0.00379,0.00000,0.00000,0.001178480
0.92,0.72,1.75,2.50,0.00,0.00,0.00090,0.00358,0.00000,0.00000,0.001120957
0.86,0.73,1.71,2.50,0.00,0.00,0.00092,0.00354,0.00000,0.00000,0.001115640
0.73,0.75,1.78,2.50,0.00,0.00,0.00148,0.00426,0.00000,0.00000,0.001436190
0.81,0.77,1.76,2.50,0.00,0.00,0.00108,0.00370,0.00000,0.00000,0.001196575
0.87,0.75,1.72,2.50,0.00,0.00,0.00099,0.00358,0.00000,0.00000,0.001140785
0.77,0.73,1.87,2.50,0.00,0.00,0.00103,0.00379,0.00000,0.00000,0.001205787
0.93,0.73,1.65,2.50,0.00,0.00,0.00092,0.00360,0.00000,0.00000,0.001132272
0.94,0.71,1.69,2.50,0.00,0.00,0.00088,0.00360,0.00000,0.00000,0.001119855
0.87,0.71,1.78,2.50,0.00,0.00,0.00087,0.00350,0.00000,0.00000,0.001094065
0.84,0.69,1.85,2.50,0.00,0.00,0.00084,0.00349,0.00000,0.00000,0.001081210
0.84,0.70,1.75,2.50,0.00,0.00,0.00085,0.00351,0.00000,0.00000,0.001090197
0.75,0.71,1.85,2.50,0.00,0.00,0.00107,0.00391,0.00000,0.00000,0.001245992
0.89,0.71,1.73,2.50,0.00,0.00,0.00087,0.00352,0.00000,0.00000,0.001097400
0.86,0.67,1.84,2.50,0.00,0.00,0.00079,0.00343,0.00000,0.00000,0.001055637
0.86,0.64,1.90,2.50,0.00,0.00,0.00076,0.00340,0.00000,0.00000,0.001041132
0.80,0.65,1.94,2.50,0.00,0.00,0.00078,0.00350,0.00000,0.00000,0.001071195
0.83,0.62,2.05,2.50,0.00,0.00,0.00074,0.00342,0.00000,0.00000,0.001039847
0.82,0.58,2.20,2.50,0.00,0.00,0.00073,0.00342,0.00000,0.00000,0.001037662
0.81,0.55,2.18,2.50,0.00,0.00,0.00074,0.00349,0.00000,0.00000,0.001057560
0.86,0.53,2.25,2.50,0.00,0.00,0.00077,0.00346,0.00000,0.00000,0.001058925
0.84,0.56,2.17,2.50,0.00,0.00,0.00074,0.00341,0.00000,0.00000,0.001038027
0.87,0.64,2.00,2.50,0.00,0.00,0.00077,0.00339,0.00000,0.00000,0.001039525
0.83,0.55,2.34,2.50,0.00,0.00,0.00076,0.00342,0.00000,0.00000,0.001045548
0.85,0.62,2.01,2.50,0.00,0.00,0.00074,0.00340,0.00000,0.00000,0.001034722
0.81,0.53,2.25,2.50,0.00,0.00,0.00077,0.00352,0.00000,0.00000,0.001071805
0.85,0.61,2.07,2.50,0.00,0.00,0.00074,0.00339,0.00000,0.00000,0.001032542
0.84,0.64,2.01,2.50,0.00,0.00,0.00076,0.00341,0.00000,0.00000,0.001043550
0.84,0.58,2.13,2.50,0.00,0.00,0.00072,0.00340,0.00000,0.00000,0.001030795
0.88,0.63,1.94,2.50,0.00,0.00,0.00074,0.00340,0.00000,0.00000,0.001036807
0.86,0.61,2.01,2.50,0.00,0.00,0.00073,0.00339,0.00000,0.00000,0.001032042
0.86,0.59,2.12,2.50,0.00,0.00,0.00073,0.00339,0.00000,0.00000,0.001027982
0.86,0.58,2.18,2.50,0.00,0.00,0.00073,0.00337,0.00000,0.00000,0.001026400
0.86,0.57,2.15,2.50,0.00,0.00,0.00073,0.00339,0.00000,0.00000,0.001031797
0.84,0.54,2.29,2.50,0.00,0.00,0.00076,0.00343,0.00000,0.00000,0.001049730
0.86,0.60,2.08,2.50,0.00,0.00,0.00073,0.00339,0.00000,0.00000,0.001028975
0.85,0.60,2.11,2.50,0.00,0.00,0.00073,0.00339,0.00000,0.00000,0.001029790
0.87,0.60,2.11,2.50,0.00,0.00,0.00073,0.00338,0.00000,0.00000,0.001028260
0.87,0.58,2.13,2.50,0.00,0.00,0.00073,0.00338,0.00000,0.00000,0.001027715
0.88,0.58,2.20,2.50,0.00,0.00,0.00073,0.00337,0.00000,0.00000,0.001027665
0.87,0.56,2.23,2.50,0.00,0.00,0.00075,0.00339,0.00000,0.00000,0.001034575
0.87,0.59,2.14,2.50,0.00,0.00,0.00073,0.00338,0.00000,0.00000,0.001027225
0.86,0.58,2.21,2.50,0.00,0.00,0.00073,0.00337,0.00000,0.00000,0.001025740
0.86,0.58,2.26,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.85,0.59,2.18,2.50,0.00,0.00,0.00073,0.00338,0.00000,0.00000,0.001027567
0.85,0.58,2.19,2.50,0.00,0.00,0.00073,0.00338,0.00000,0.00000,0.001027300
0.87,0.58,2.20,2.50,0.00,0.00,0.00073,0.00337,0.00000,0.00000,0.001026532
0.85,0.57,2.28,2.50,0.00,0.00,0.00075,0.00337,0.00000,0.00000,0.001029210
0.86,0.58,2.18,2.50,0.00,0.00,0.00073,0.00337,0.00000,0.00000,0.001026400
0.85,0.58,2.21,2.50,0.00,0.00,0.00073,0.00337,0.00000,0.00000,0.001026640
0.86,0.58,2.20,2.50,0.00,0.00,0.00073,0.00337,0.00000,0.00000,0.001026400
0.86,0.58,2.21,2.50,0.00,0.00,0.00073,0.00337,0.00000,0.00000,0.001025740
0.85,0.57,2.25,2.50,0.00,0.00,0.00074,0.00338,0.00000,0.00000,0.001029977
0.86,0.58,2.19,2.50,0.00,0.00,0.00073,0.00337,0.00000,0.00000,0.001026400
0.86,0.58,2.23,2.50,0.00,0.00,0.00073,0.00337,0.00000,0.00000,0.001025740
0.86,0.58,2.22,2.50,0.00,0.00,0.00073,0.00337,0.00000,0.00000,0.001025740
0.86,0.58,2.22,2.50,0.00,0.00,0.00073,0.00337,0.00000,0.00000,0.001025740
0.85,0.57,2.25,2.50,0.00,0.00,0.00074,0.00338,0.00000,0.00000,0.001029977
0.86,0.58,2.22,2.50,0.00,0.00,0.00073,0.00337,0.00000,0.00000,0.001025740
0.86,0.58,2.24,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.24,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.24,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.85,0.58,2.25,2.50,0.00,0.00,0.00073,0.00337,0.00000,0.00000,0.001025927
0.86,0.58,2.24,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.25,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.25,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.25,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.85,0.58,2.25,2.50,0.00,0.00,0.00073,0.00337,0.00000,0.00000,0.001025927
0.86,0.58,2.25,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.25,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.25,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.25,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.26,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.25,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.25,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.25,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.25,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.26,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.25,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.25,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.25,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.25,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.26,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.25,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.26,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.25,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
0.86,0.58,2.25,2.50,0.00,0.00,0.00074,0.00336,0.00000,0.00000,0.001025033
1.10,0.70,1.50,2.50,0.00,0.00,0.00103,0.00460,0.00000,0.00000,0.001406882
4.60,0.70,1.50,2.50,0.00,0.00,0.09707,0.12921,0.00003,0.00000,0.056576622
1.10,4.20,1.50,2.50,0.00,0.00,0.31046,0.51829,0.00013,0.00000,0.207221643
1.10,0.70,5.00,2.50,0.00,0.00,0.00311,0.00474,0.00019,0.00000,0.002012312
-0.00,0.00,0.00,2.50,0.00,0.00,0.06096,0.11918,0.00220,0.00000,0.045586980
-0.00,0.00,0.33,2.50,0.00,0.00,0.00154,0.00412,0.00000,0.00000,0.001415525
1.50,0.00,1.16,2.50,0.00,0.00,0.00322,0.01359,0.00000,0.00000,0.004203765
1.27,0.95,1.19,2.50,0.00,0.00,0.00330,0.00813,0.00000,0.00000,0.002857465
1.27,0.95,1.19,2.50,0.00,0.00,0.00330,0.00813,0.00000,0.00000,0.002857465
1.45,0.78,1.75,2.50,0.00,0.00,0.00220,0.01141,0.00000,0.00000,0.003402077
1.20,0.52,1.41,2.50,0.00,0.00,0.00081,0.00559,0.00000,0.00000,0.001601332
0.89,0.62,1.50,2.50,0.00,0.00,0.00073,0.00343,0.00000,0.00000,0.001040107
0.81,0.55,1.69,2.50,0.00,0.00,0.00072,0.00354,0.00000,0.00000,0.001064353
0.70,0.67,1.42,2.50,0.00,0.00,0.00185,0.00465,0.00000,0.00000,0.001625722
0.92,0.52,1.47,2.50,0.00,0.00,0.00075,0.00360,0.00000,0.00000,0.001089508
0.85,0.63,1.48,2.50,0.00,0.00,0.00073,0.00343,0.00000,0.00000,0.001040600
0.88,0.62,1.53,2.50,0.00,0.00,0.00073,0.00343,0.00000,0.00000,0.001038060
0.88,0.66,1.55,2.50,0.00,0.00,0.00077,0.00343,0.00000,0.00000,0.001051922
0.88,0.59,1.52,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034365
0.88,0.56,1.53,2.50,0.00,0.00,0.00072,0.00346,0.00000,0.00000,0.001043845
0.89,0.59,1.53,2.50,0.00,0.00,0.00070,0.00344,0.00000,0.00000,0.001036327
0.86,0.57,1.52,2.50,0.00,0.00,0.00071,0.00344,0.00000,0.00000,0.001038100
0.89,0.58,1.53,2.50,0.00,0.00,0.00071,0.00344,0.00000,0.00000,0.001037412
0.89,0.59,1.51,2.50,0.00,0.00,0.00070,0.00344,0.00000,0.00000,0.001036385
0.87,0.59,1.52,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001033522
0.87,0.59,1.53,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001033522
0.87,0.59,1.53,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001033522
0.87,0.58,1.52,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034012
0.88,0.59,1.52,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001034365
0.87,0.59,1.52,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001033522
0.87,0.59,1.52,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001033522
0.87,0.59,1.52,2.50,0.00,0.00,0.00070,0.00343,0.00000,0.00000,0.001033522
